Officer.Name,Document,Shield..,Tax..,Precinct.Command
Raymond Contreras,<a href='https://web.archive.org/web/20220926231147/https://theappeal.org/bronx-cops-celebrated-a-copwatchers-arrest-they-had-no-idea-they-were-caught-on-tape/' target='_blank'>Details</a>,NA,NA,NA
Raymond Martinez,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Raymond Meyer,<a href='https://web.archive.org/web/20211215215612/https://nypost.com/2017/08/01/nypd-cops-caused-miscarriage-after-roughing-up-woman-suit/' target='_blank'>Details</a>,NA,NA,NA
Raymond Wong,<a href='https://web.archive.org/web/20211110150357/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-sergeant-opens-fire-fight-in-queens-karaoke-bar-20211108-fb6jbd75ybbk5axc56xq3vkiam-story.html' target='_blank'>Details</a>,NA,NA,94
Rayna Madho,<a href='https://web.archive.org/web/20210710033700/https://gothamist.com/news/video-shows-nypd-officer-awkwardly-tossing-weed-into-brooklyn-mans-car' target='_blank'>Details</a>,NA,NA,83
Rebecca Hillman,<a href='https://web.archive.org/web/20210506192723/https://gothamist.com/news/city-jail-captain-accused-standing-during-suicide-was-disciplined-failing-intervene-prior-incident' target='_blank'>Details</a>,NA,NA,NA
Redmond Murphy,<a href='https://web.archive.org/web/20171005051909/https://www.nytimes.com/2017/09/14/nyregion/police-body-camera-footage-new-york.html?mcubz=1' target='_blank'>Details</a>,NA,NA,47
Regina Vasquez,<a href='https://web.archive.org/web/20210311165326/https://gothamist.com/news/two-nypd-officers-lied-court-about-their-arrest-black-lives-matter-protester-district-attorney-cleared-them' target='_blank'>Details</a>,NA,NA,NA
Rene Samaniego,<a href='https://web.archive.org/web/20190702194523/https://nypost.com/2019/07/02/retired-nypd-detective-gets-4-to-12-years-for-running-brothel/' target='_blank'>Details</a>,NA,NA,Brooklyn South Vice
Rene Samaniego,<a href='https://web.archive.org/web/20220309142203/https://www.nytimes.com/2018/09/12/nyregion/nypd-gambling-prostitution.html' target='_blank'>Details</a>,NA,NA,vice
REX MARALIT,<a href='https://web.archive.org/web/https://www.justice.gov/usao-edny/pr/new-york-city-police-officer-and-customs-and-border-protection-officer-arrested' target='_blank'>Details</a>,NA,NA,NA
Reynaldo Lopez,<a href='https://web.archive.org/web/20201109025834/https://nypost.com/2017/11/30/nypd-cop-accused-of-drug-running-credit-card-fraud/' target='_blank'>Details</a>,NA,NA,antiterror
Reynaldo Lopez,<a href='https://web.archive.org/web/20220510161633/https://www.nydailynews.com/new-york/nyc-crime/nypd-busted-traffic-3-kilos-heroin-nyc-article-1.3668046' target='_blank'>Details</a>,NA,NA,Transit Bureau anti-terror unit
RHEA TIWARY,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Richard Cleri,<a href='https://web.archive.org/web/20220510142835/https://www.nydailynews.com/new-york/nyc-crime/ny-bronx-gun-possession-wrongful-nypd-arrest-lawsuit-20220509-tjch6zgwpze3veefjmvoznsg44-story.html' target='_blank'>Details</a>,NA,NA,NA
Richard Cleri,<a href='https://web.archive.org/web/20220513082309/https://www.nydailynews.com/new-york/nyc-crime/ny-bronx-gun-possession-wrongful-nypd-arrest-lawsuit-20220509-tjch6zgwpze3veefjmvoznsg44-story.html' target='_blank'>Details</a>,NA,NA,NA
Richard Danese,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Richard Danese,<a href='https://web.archive.org/web/20220414210705/https://www.thecity.nyc/2021/1/21/22241444/nypd-officers-chokeholds-still-cant-breathe' target='_blank'>Details</a>,NA,NA,NA
Richard Danese,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,NA
Richard Delahanty,<a href='https://web.archive.org/web/20220324171354/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-cop-arrested-reckless-endangerment-fired-shots-fleeing-bronx-vehicle-20220308-px5ji6citbaaxab4owspdjuwca-story.html' target='_blank'>Details</a>,NA,NA,44
Richard Delahanty,<a href='https://web.archive.org/web/20220327161556/https://www.nbcnewyork.com/news/local/nypd-cop-indicted-on-reckless-endangerment-charge-in-2021-car-stop/3588891/' target='_blank'>Details</a>,NA,NA,44
Richard Evans,<a href='https://web.archive.org/web/20170112175453/http://www.nydailynews.com/new-york/nyc-crime/bronx-indicted-drunkenly-harassing-residents-article-1.2944724' target='_blank'>Details</a>,NA,NA,52
Richard Evans,<a href='https://web.archive.org/web/20220422183603/https://abc7ny.com/richard-evans-drunk-nypd/1759284/' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20180403041624/https://nypost.com/2018/04/02/prosecutor-caught-having-intimate-relationship-with-cop-accused-of-raping-teen/' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20180904150621/http://www.nydailynews.com/new-york/ny-metro-supervisor-anna-chambers-case-promoted-20180901-story.html' target='_blank'>Details</a>,NA,NA,Brooklyn South Narcotics
Richard Hall,<a href='https://web.archive.org/web/20201202105406/https://nypost.com/2018/01/01/ex-auxiliary-cop-says-nypd-bosses-pressured-her-for-sex-in-police-van/' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20220914155628/https://www.silive.com/crime-safety/2022/09/woman-who-accused-nypd-cops-of-rape-to-receive-125k-in-nyc-settlement.html' target='_blank'>Details</a>,NA,NA,NA
Richard Hall,<a href='https://web.archive.org/web/20221117213157/https://www.manhattanda.org/d-a-bragg-moves-to-vacate-nearly-200-convictions-tied-to-nypd-members-convicted-of-criminal-conduct/' target='_blank'>Details</a>,NA,NA,NA
Richard Haste,<a href='https://web.archive.org/web/20200706070408/https://www.nydailynews.com/new-york/nypd-judge-ripped-cops-conduct-fatal-ramarley-graham-shooting-article-1.3267301?cid=bitly' target='_blank'>Details</a>,NA,NA,NA
Richard Haste,<a href='https://web.archive.org/web/20210420221203/https://indypendent.org/2017/11/what-the-hell-does-it-take-to-convict-a-cop-of-murdering-a-civilian-in-america/' target='_blank'>Details</a>,NA,NA,NA
Richard Haste,<a href='https://web.archive.org/web/20220414220501/https://www.nydailynews.com/new-york/bronx-cops-linked-ramarley-graham-shooting-settle-cases-article-1.3714116' target='_blank'>Details</a>,NA,NA,NA
Richard Haste,<a href='https://web.archive.org/web/20220421152907/https://www.huffpost.com/entry/killed-by-the-nypd-black-men_n_5600045' target='_blank'>Details</a>,NA,NA,NA
Richard Kern,<a href='https://web.archive.org/web/20180313204636/http://www.nydailynews.com/news/crime/nypd-kevin-maloney-testifies-officer-richard-kern-baton-michael-mineo-article-1.193731' target='_blank'>Details</a>,NA,NA,NA
Richard Moore,<a href='https://web.archive.org/web/20211215213110/https://brooklyneagle.com/articles/2019/09/09/killed-by-cops-list/' target='_blank'>Details</a>,NA,NA,NA
Richard Murphy,<a href='https://web.archive.org/web/20220204080506/https://www.thecity.nyc/justice/2019/2/1/21211182/20-years-after-the-nypd-killing-of-amadou-diallo-his-mom-asks-what-s-changed' target='_blank'>Details</a>,NA,NA,Street Crimes Unit
Richard Neri,<a href='https://web.archive.org/web/20220421152907/https://www.huffpost.com/entry/killed-by-the-nypd-black-men_n_5600045' target='_blank'>Details</a>,NA,NA,NA
Richard Ochetal,<a href='https://web.archive.org/web/20170428175451/http://www.nydailynews.com/new-york/nypd-cops-accepted-strippers-expedited-gun-permits-article-1.3098203' target='_blank'>Details</a>,NA,NA,NA
Richard Ochetal,<a href='https://web.archive.org/web/20210320222959/https://www.justice.gov/usao-sdny/pr/former-new-york-city-police-department-official-sentenced-18-months-conspiring-bribe' target='_blank'>Details</a>,NA,NA,NA
Richard Pimental,<a href='https://web.archive.org/web/20141114144730/http://www.nydailynews.com/new-york/cops-lying-deadly-stop-beat-motorist-michael-murphy-witness-claims-article-1.451505' target='_blank'>Details</a>,NA,NA,NA
Richard Thomas,<a href='https://web.archive.org/web/20211215210402/https://www.thecity.nyc/2021/3/14/22330463/nypd-commissioners-cleared-guilty-cops-chokeholds-matrix' target='_blank'>Details</a>,NA,NA,NA
Richard Urbina,<a href='https://web.archive.org/web/20150101041542/http://www.nydailynews.com/new-york/nypd-busted-bronx-ticket-fixing-scandal-sink-pending-dui-cases-article-1.944086' target='_blank'>Details</a>,NA,NA,NA
Richie Taylor,<a href='https://web.archive.org/web/20220829111508/https://documentedny.com/2022/08/29/nypd-arrest-muslim-mosque-pakistanis-brooklyn/' target='_blank'>Details</a>,NA,NA,NA
Riggs Kwong,<a href='https://web.archive.org/web/20220201193954/https://nypost.com/2022/01/17/nypd-cop-goes-on-racist-rant-in-road-rage-assault-in-brooklyn-sources-say/' target='_blank'>Details</a>,NA,NA,70
Risel Martinez,<a href='https://web.archive.org/web/20181109053853/http://www.nydailynews.com/new-york/nypd-bodybuilding-claims-boss-grabbed-crotch-article-1.3575467?utm_content=buffer4ecf9&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer' target='_blank'>Details</a>,NA,NA,73
Ritchard Blake,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Rob Cruz,<a href='https://web.archive.org/web/20170319003540/http://www.nydailynews.com/new-york/nypd-cops-duke-workplace-disputes-boxing-grudge-matches-article-1.3002294' target='_blank'>Details</a>,NA,NA,Emergency Service Unit
Robert Barnett,<a href='https://web.archive.org/web/20141127170444/http://www.nytimes.com/2014/11/27/nyregion/new-york-city-and-officer-found-liable-in-fatal-05-shooting-of-a-teenager.html' target='_blank'>Details</a>,NA,NA,NA
Robert Barnett,<a href='https://web.archive.org/web/20210304234121/https://legalnewsline.com/stories/574814212-hispanic-bronx-man-wrongfully-spent-two-years-in-jail-after-being-racially-profiled-lawsuit-says' target='_blank'>Details</a>,NA,NA,NA
Robert Barnett,<a href='https://web.archive.org/web/20220421202624/https://www.leagle.com/decision/infdco20191126a52' target='_blank'>Details</a>,NA,NA,Anticrime
Robert Benoit,<a href='https://web.archive.org/web/20220729162535/https://www.silive.com/news/2022/07/staten-island-civilian-nypd-employee-23-charged-with-possession-of-child-pornography.html' target='_blank'>Details</a>,NA,NA,NYPD civilian custodial assistant
Robert Boyce,<a href='https://web.archive.org/web/20200621200251/https://www.nydailynews.com/new-york/nypd-chief-detectives-tweets-support-maligned-ex-cop-article-1.3496998' target='_blank'>Details</a>,NA,NA,NA
Robert Cattani,<a href='https://web.archive.org/web/20210514201051/https://nypost.com/2020/06/11/nypd-lieutenant-apologizes-for-kneeling-alongside-protesters/amp/?mpweb=755-8937426-719152149&__twitter_impression=true' target='_blank'>Details</a>,NA,NA,Midtown South
Robert Durst,<a href='https://web.archive.org/web/20210311165152/https://www.nytimes.com/2020/11/15/nyregion/ccrb-nyc-police-misconduct.html' target='_blank'>Details</a>,NA,NA,NA
Robert Espinel,<a href='https://web.archive.org/web/20170428175451/http://www.nydailynews.com/new-york/nypd-cops-accepted-strippers-expedited-gun-permits-article-1.3098203' target='_blank'>Details</a>,NA,NA,NA
Robert Espinel,<a href='https://web.archive.org/web/20170713042039/http://nypost.com/2017/07/12/ex-nypd-cops-plead-not-guilty-in-bribes-for-weapons-scheme/' target='_blank'>Details</a>,NA,NA,License Division
Robert Espinel,<a href='https://web.archive.org/web/20210320222959/https://www.justice.gov/usao-sdny/pr/former-new-york-city-police-department-official-sentenced-18-months-conspiring-bribe' target='_blank'>Details</a>,NA,NA,NA
Robert Francis,<a href='https://web.archive.org/web/20170407043139/http://www.nydailynews.com/new-york/nyc-crime/peeping-tom-nypd-faces-police-brutality-suit-article-1.3026295' target='_blank'>Details</a>,NA,NA,71
Robert Francis,<a href='https://web.archive.org/web/20210422231555/https://www.nbcnewyork.com/news/local/public-lewdness-nypd-officer-rockville-centre-arrest/437425/' target='_blank'>Details</a>,NA,NA,71
Robert Hassett,<a href='https://web.archive.org/web/20210514150819/https://www.nytimes.com/2021/05/11/nyregion/nypd-officers-arrested-bribes.html' target='_blank'>Details</a>,NA,NA,NA
Robert Hassett,<a href='https://web.archive.org/web/20220421211424/https://www.nydailynews.com/new-york/ny-nypd-officer-tow-truck-scheme-queens-sentenced-20220420-y7yqfrexrbawfkyp3x4dhzehrq-story.html' target='_blank'>Details</a>,NA,NA,NA
Robert Henderson,<a href='https://web.archive.org/web/20220414190543/https://gothamist.com/news/here-are-current-nypd-officers-most-substantiated-misconduct-complaints' target='_blank'>Details</a>,NA,NA,67
Robert Hesterhagen,<a href='https://web.archive.org/web/20180329031549/https://nypost.com/2018/03/28/cop-of-the-month-allegedly-harassed-transgender-woman-during-traffic-stop/' target='_blank'>Details</a>,NA,NA,NA
Robert Jaquez,<a href='https://web.archive.org/web/20220422200058/https://cityroom.blogs.nytimes.com/2012/02/01/officers-pulled-off-street-after-tape-of-beating-surfaces/?_r=0' target='_blank'>Details</a>,NA,NA,42
Robert Lynch,<a href='https://web.archive.org/web/20230301085302/https://www.silive.com/crime-safety/2023/02/nypd-officer-from-staten-island-suspended-after-being-accused-of-dodging-tolls.html' target='_blank'>Details</a>,NA,NA,NA
Robert Santiago,<a href='https://web.archive.org/web/20180301020614/http://www.nydailynews.com/new-york/nyc-crime/school-safety-agent-arrested-attacking-wife-brooklyn-article-1.3732392' target='_blank'>Details</a>,NA,NA,NA
Robert Smith,<a href='https://web.archive.org/web/20220421211424/https://www.nydailynews.com/new-york/ny-nypd-officer-tow-truck-scheme-queens-sentenced-20220420-y7yqfrexrbawfkyp3x4dhzehrq-story.html' target='_blank'>Details</a>,NA,NA,105
Robert Smith,<a href='https://web.archive.org/web/https://www.nytimes.com/2021/05/11/nyregion/nypd-officers-arrested-bribes.html' target='_blank'>Details</a>,NA,NA,NA
Robert Sung,<a href='https://web.archive.org/web/20180327063057/https://nypost.com/2018/03/26/whistleblower-dishes-on-nypd-turning-blind-eye-to-drugs-hookers/' target='_blank'>Details</a>,NA,NA,109
Robert Sung,<a href='https://web.archive.org/web/20220414153450/https://gothamist.com/news/two-cops-arrested-for-allegedly-taking-bribes-from-karaoke-club-owners' target='_blank'>Details</a>,NA,NA,109
Robert Wichers,<a href='https://web.archive.org/web/20220206171200/https://www.changethenypd.org/releases/ccrb-opens-investigation-2019-nypd-killing-antonio-williams-family-demands-firings-officers' target='_blank'>Details</a>,NA,NA,NA
Roberto Anton,<a href='https://web.archive.org/web/20201109030610/https://nypost.com/2018/07/10/shooting-victims-widow-plans-lawsuit-over-cops-botched-911-response/' target='_blank'>Details</a>,NA,NA,73
Robyn Holshek,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Rodney Harrison,<a href='https://web.archive.org/web/20210324065349/https://www.thecity.nyc/2021/3/22/22345475/nypd-misconduct-complaints-trailed-shea-police-brass' target='_blank'>Details</a>,NA,NA,NA
Rohan Shaw,<a href='https://web.archive.org/web/20220421191428/https://www.nydailynews.com/new-york/nyc-crime/ny-lawsuit-filed-against-drunk-driving-cop-20211103-2fwujjqbbrbq7ciwq56pjezue4-story.html' target='_blank'>Details</a>,NA,NA,Counterterrorism Bureau Critical Response Command
Rohan Shaw,<a href='https://web.archive.org/web/20230531131024/https://www.silive.com/news/2023/05/suit-alleges-nypd-covered-up-off-duty-cops-inebriation-in-fatal-brooklyn-crash-report.html' target='_blank'>Details</a>,NA,NA,NA
Rohnit Singh,<a href='https://web.archive.org/web/20201202105406/https://nypost.com/2018/01/01/ex-auxiliary-cop-says-nypd-bosses-pressured-her-for-sex-in-police-van/' target='_blank'>Details</a>,NA,NA,105
Romando Julien,<a href='https://web.archive.org/web/20201108002236/https://patch.com/new-york/bed-stuy/bed-stuy-teen-watched-cops-tase-dad-heart-attack-lawsuit' target='_blank'>Details</a>,NA,NA,NA
Ronald McDonagh,<a href='https://web.archive.org/web/20210511141709/https://www.dnainfo.com/new-york/20171010/east-harlem/correction-officer-doc-nypd-police-dog/' target='_blank'>Details</a>,NA,NA,DOC
Rony Santiago,<a href='https://web.archive.org/web/20211215215135/https://nypost.com/2017/11/06/horny-cop-sent-lewd-texts-to-woman-after-he-arrested-her-suit/' target='_blank'>Details</a>,NA,NA,52
ROSEMARY WANZER,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Ruben Duque,<a href='https://web.archive.org/web/20180316102607/http://www.nydailynews.com/new-york/bilks-nypd-unearned-overtime-promoted-article-1.3877314' target='_blank'>Details</a>,NA,NA,Brooklyn transit robbery
Russell Ibraham,<a href='https://web.archive.org/web/20210514192907/https://nypost.com/2020/08/03/nypd-cop-arrested-for-the-second-time-in-less-than-a-week/' target='_blank'>Details</a>,NA,NA,109
Rutger Rivera,<a href='https://web.archive.org/web/20210329165332/https://gothamist.com/news/samuel-harrell-fishkill-beating-death-prison-ny' target='_blank'>Details</a>,NA,NA,NA
RYAN CHAN,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Ryan Galvin,<a href='https://web.archive.org/web/20201108002236/https://patch.com/new-york/bed-stuy/bed-stuy-teen-watched-cops-tase-dad-heart-attack-lawsuit' target='_blank'>Details</a>,NA,NA,NA
Ryan Gillis,<a href='https://web.archive.org/web/20180824011626/http://lumerlaw.com/llg-obtains-240k-false-arrest-settlement/' target='_blank'>Details</a>,NA,NA,NA
Ryan Lynch,<a href='https://web.archive.org/web/20211215210402/https://www.thecity.nyc/2021/3/14/22330463/nypd-commissioners-cleared-guilty-cops-chokeholds-matrix' target='_blank'>Details</a>,NA,NA,NA
Ryan Marrero,<a href='https://web.archive.org/web/20210728144407/https://nypost.com/2021/06/15/suit-claims-culture-of-rape-sodomy-sexual-harassment-at-nypd/' target='_blank'>Details</a>,NA,NA,NA
Ryan O’Donnell,<a href='https://web.archive.org/web/20201130054758/https://www.nydailynews.com/new-york/nyc-crime/ny-dwi-bust-cop-brooklyn-20191206-y3pvajyeurcptpy7g5cn63bfoe-story.html' target='_blank'>Details</a>,NA,NA,NA
Sabrina Alicea,<a href='https://web.archive.org/web/20191008130942/https://nypost.com/2019/10/07/bronx-da-names-75-nypd-members-on-naughty-list-for-shoddy-police-work/' target='_blank'>Details</a>,NA,NA,NA
SAHIB SINGH,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Sal Flores,<a href='https://web.archive.org/web/20160609113733/http://www.nydailynews.com/new-york/nyc-pays-825g-man-sued-injured-arrest-article-1.2665259' target='_blank'>Details</a>,NA,NA,46
SALAHUDIN CLARK,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Salim Randall,<a href='https://web.archive.org/web/20200814022238/https://www.prisonlegalnews.org/news/2018/jul/26/190000-man-falsely-arrested-and-maliciously-prosecuted-nypd/' target='_blank'>Details</a>,NA,NA,NA
Sally Spinosa,<a href='https://web.archive.org/web/20211130150533/https://www.nydailynews.com/new-york/nyc-crime/ny-top-sergeants-union-official-quits-misconduct-20211130-2l7gzdpd2zhj5gphlrtw4av2qe-story.html' target='_blank'>Details</a>,NA,NA,Staten Island Investigations Unit
Salvador Duran,<a href='https://web.archive.org/web/20150728191007/http://www.nydailynews.com/news/crime/nypd-officer-salvador-duran-text-message-fix-ticket-derail-attempted-murder-probe-article-1.143835' target='_blank'>Details</a>,NA,NA,40
Salvatore Greco,<a href='https://web.archive.org/web/20220208182423/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-salvatore-greco-roger-stone-oathkeeopers-capitol-riot-20220203-czy4avsgdjcnrd6ffaqil2avdi-story.html' target='_blank'>Details</a>,NA,NA,Citywide Traffic Task Force
Salvatore Lopiccolo,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,77
Salvatore Marchese,<a href='https://web.archive.org/web/20221215092503/https://www.nbcnews.com/news/major-us-police-departments-plagued-officer-officer-sexual-abuse-retal-rcna53020' target='_blank'>Details</a>,NA,NA,NA
Salvatore Marchese,<a href='https://web.archive.org/web/20230228225405/https://www.nbcnews.com/news/us-news/lawsuits-nypd-captain-accused-abusing-female-employees-rcna71685' target='_blank'>Details</a>,NA,NA,NA
Samantha Medina,<a href='https://web.archive.org/web/20181121045034/https://www.nydailynews.com/new-york/nyc-crime/ny-metro-dwi-cop-busted-village-20181116-story.html' target='_blank'>Details</a>,NA,NA,NA
Samantha Medina,<a href='https://web.archive.org/web/20221128001803/https://nypost.com/2022/11/25/these-nypd-officers-got-to-keep-their-jobs-despite-arrests/' target='_blank'>Details</a>,NA,NA,NA
Samuel Lallave,<a href='https://web.archive.org/web/20210507214621/https://nypost.com/2014/06/05/city-paying-833k-to-wife-of-man-who-died-in-cop-confrontation/' target='_blank'>Details</a>,NA,NA,narcotics
Sanad Musallam,<a href='https://web.archive.org/web/20210728024103/https://nypost.com/2021/07/27/two-nypd-cops-fired-over-alleged-sexual-misconduct-with-teen/' target='_blank'>Details</a>,NA,NA,NA
Sandra Mamanicapos,<a href='https://web.archive.org/web/20221008151816/https://patch.com/new-york/west-village/3-west-village-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,6
Sandy Arkhurst,<a href='https://web.archive.org/web/20220510161241/https://www.nytimes.com/2017/11/30/nyregion/rikers-island-arrest.html?_r=0' target='_blank'>Details</a>,NA,NA,DOC
Sara Carpenter,<a href='https://web.archive.org/web/20230313061355/https://www.nytimes.com/2023/03/10/nyregion/sara-carpenter-nypd-jan-6-guilty.html' target='_blank'>Details</a>,NA,NA,NA
Sasha Cordoba,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Sasha Cordoba,<a href='https://web.archive.org/web/20211109143709/https://www.nytimes.com/2021/11/08/nyregion/nypd-queens-detectives.html' target='_blank'>Details</a>,NA,NA,NA
Sasha Cordoba,<a href='https://web.archive.org/web/20220422183104/https://www.nydailynews.com/new-york/nypd-cops-accused-lying-search-warrant-grand-jury-article-1.2974872?cid=bitly' target='_blank'>Details</a>,NA,NA,Queens South Gang Squad
Sasha Diaz,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,NA
Sasha Neve,<a href='https://web.archive.org/web/20220501191844/https://gothamist.com/news/nypd-detectives-with-history-of-alleged-misconduct-accused-of-planting-drugs-in-queens-apartment' target='_blank'>Details</a>,NA,NA,NA
Saul Delacruz,<a href='https://web.archive.org/web/20221126190049/https://gothamist.com/news/nypd-detective-suspended-amid-federal-probe' target='_blank'>Details</a>,NA,NA,Field Intelligence Unit
Saul Delacruz,<a href='https://web.archive.org/web/20221202163438/https://gothamist.com/news/nypd-detective-suspended-amid-federal-probe?s=03' target='_blank'>Details</a>,NA,NA,Field Intelligence Unit
Scott Forster,<a href='https://web.archive.org/web/20180314053026/http://www.nydailynews.com/new-york/documents-shed-light-nypd-secretive-disciplinary-process-article-1.3872914' target='_blank'>Details</a>,NA,NA,NA
Scott Forster,<a href='https://web.archive.org/web/20201112020226/http://nypost.com/2017/10/13/nypd-suspends-lieutenant-who-went-home-early-after-cops-were-shot/' target='_blank'>Details</a>,NA,NA,NA
Scott Granai,<a href='https://web.archive.org/web/20211119183552/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-svd-city-council-sex-assault-victims-testimony-20211018-hmgk7sv3vnemrmnqpubunrqnbi-story.html' target='_blank'>Details</a>,NA,NA,Special Victims Division
Scott Henderson,<a href='https://web.archive.org/web/20221014233620/https://www.thecity.nyc/2021/11/30/22810682/nypd-brass-springs-ex-cop-after-arrest-allegedly-chasing-kids-gun' target='_blank'>Details</a>,NA,NA,NA
Scott Henderson,<a href='https://web.archive.org/web/20230314101721/https://www.thecity.nyc/2023/3/10/23634388/eric-adams-jeffrey-maddrey-nypd-gun-arrest-brooklyn' target='_blank'>Details</a>,NA,NA,NA
Scott Kienle,<a href='https://web.archive.org/web/20180328132626/http://www.nydailynews.com/new-york/nypd-publish-discipline-summaries-major-policy-reversal-article-1.3900037' target='_blank'>Details</a>,NA,NA,Manhattan Housing
Scott Maraio,<a href='https://web.archive.org/web/20220421165137/https://nypost.com/2018/04/11/former-nypd-cops-busted-for-1-4m-disability-fraud/?sr_share=facebook' target='_blank'>Details</a>,NA,NA,NA
Scott Morris,<a href='https://web.archive.org/web/20200706070408/https://www.nydailynews.com/new-york/nypd-judge-ripped-cops-conduct-fatal-ramarley-graham-shooting-article-1.3267301?cid=bitly' target='_blank'>Details</a>,NA,NA,NA
Scott Morris,<a href='https://web.archive.org/web/20220414220501/https://www.nydailynews.com/new-york/bronx-cops-linked-ramarley-graham-shooting-settle-cases-article-1.3714116' target='_blank'>Details</a>,NA,NA,NA
Scott Shanley,<a href='https://web.archive.org/web/20200926091306/https://www.amny.com/opinion/unfair-fate-for-two-nypd-officers-1-14591971/' target='_blank'>Details</a>,NA,NA,NA
Scott Shanley,<a href='https://web.archive.org/web/20220503045346/https://www.nydailynews.com/new-york/nypd-officials-booted-drunk-fly-afghanistan-article-1.3421441' target='_blank'>Details</a>,NA,NA,NA
Sean Armstead,<a href='https://web.archive.org/web/20220510211424/https://nypost.com/2022/05/09/nypd-officer-fatally-shoots-man-self-at-buffalo-wild-wings/' target='_blank'>Details</a>,NA,NA,PSA 8
Sean Carroll,<a href='https://web.archive.org/web/20220204080506/https://www.thecity.nyc/justice/2019/2/1/21211182/20-years-after-the-nypd-killing-of-amadou-diallo-his-mom-asks-what-s-changed' target='_blank'>Details</a>,NA,NA,Street Crimes Unit
Sean Johnstone,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Sean Johnstone,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,Brooklyn South Narcotics Division
