Officer.Name,Document,Shield..,Tax..,Precinct.Command
Kendo Kinsey,<a href='https://web.archive.org/web/20221009071926/https://patch.com/new-york/harlem/these-134-harlem-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,32
Kenneth Boss,<a href='https://web.archive.org/web/20220204080506/https://www.thecity.nyc/justice/2019/2/1/21211182/20-years-after-the-nypd-killing-of-amadou-diallo-his-mom-asks-what-s-changed' target='_blank'>Details</a>,NA,NA,Street Crimes Unit
KENNETH GORMAN,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Kenneth Noonan,<a href='https://web.archive.org/web/20201107225949/https://gothamist.com/news/egyptian-nypd-sergeant-claims-colleague-told-him-to-go-back-to-where-you-belong' target='_blank'>Details</a>,NA,NA,123
Kenneth Rice,<a href='https://web.archive.org/web/20220517215329/https://www.hellgatenyc.com/nypd-lawyer-just-following-orders/' target='_blank'>Details</a>,NA,NA,Legal Affairs Bureau
Kenneth Rubero,<a href='https://web.archive.org/web/20220421165137/https://nypost.com/2018/04/11/former-nypd-cops-busted-for-1-4m-disability-fraud/?sr_share=facebook' target='_blank'>Details</a>,NA,NA,NA
Kenny Valadares,<a href='https://web.archive.org/web/20211215210402/https://www.thecity.nyc/2021/3/14/22330463/nypd-commissioners-cleared-guilty-cops-chokeholds-matrix' target='_blank'>Details</a>,NA,NA,NA
Keri L Thompson,<a href='https://web.archive.org/web/20220705113239/https://www.nytimes.com/2022/07/05/nyregion/nypd-officers-disciplined-sex-crimes-unit.html' target='_blank'>Details</a>,NA,NA,Special Victims Division
Kerri-Ann Smith,<a href='https://web.archive.org/web/20170312043257/http://www.nydailynews.com/new-york/nyc-crime/suspended-east-harlem-shoplifting-susp-flees-squad-car-article-1.2971752' target='_blank'>Details</a>,NA,NA,23
Kerry Badala,<a href='https://web.archive.org/web/20201202101053/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-cop-drunk-driving-charge-20201120-7wad772covby5pkraf2wemmsfm-story.html' target='_blank'>Details</a>,NA,NA,Public Service Area 8
KEVIN BRENNAN,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Kevin Byrnes,<a href='https://web.archive.org/web/20230112180622/https://nypost.com/2023/01/12/nypd-lieutenant-head-of-irish-american-police-group-suspended-over-drugs/' target='_blank'>Details</a>,NA,NA,Central Robbery Division
Kevin Carney,<a href='https://web.archive.org/web/20210311165152/https://www.nytimes.com/2020/11/15/nyregion/ccrb-nyc-police-misconduct.html' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20180227200415/https://www.nytimes.com/2018/02/27/nyregion/detective-perjury-nypd-nyc.html' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20180327212740/https://www.nytimes.com/2018/03/27/nyregion/police-officer-perjury-new-york.html' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20211109143709/https://www.nytimes.com/2021/11/08/nyregion/nypd-queens-detectives.html' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20220415181219/https://www.nydailynews.com/new-york/nyc-crime/convicted-creating-fake-drug-case-jail-innocent-man-article-1.3777336' target='_blank'>Details</a>,NA,NA,NA
Kevin Desormeau,<a href='https://web.archive.org/web/20220422183104/https://www.nydailynews.com/new-york/nypd-cops-accused-lying-search-warrant-grand-jury-article-1.2974872?cid=bitly' target='_blank'>Details</a>,NA,NA,Queens South Gang Squad
Kevin Desormeau,<a href='https://web.archive.org/web/20220501191454/https://www.nydailynews.com/new-york/nyc-crime/queens-man-nypd-cops-planted-drugs-home-suit-article-1.3351677' target='_blank'>Details</a>,NA,NA,NA
Kevin Dwyer,<a href='https://web.archive.org/web/20220312150011/https://nypost.com/2022/03/12/woman-sues-after-nypd-puts-her-pic-on-wanted-poster/' target='_blank'>Details</a>,NA,NA,9
KEVIN FEELEY,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Kevin Hickey,<a href='https://web.archive.org/web/20220325163912/https://gothamist.com/news/nypd-investigating-alleged-police-beating-bronx-teen' target='_blank'>Details</a>,17829,NA,52
Kevin Maloney,<a href='https://web.archive.org/web/20181120142011/http://nymag.com/intelligencer/2015/04/officer-allowed-cop-impersonator-to-use-car.html' target='_blank'>Details</a>,NA,NA,52
Kevin Marcial,<a href='https://web.archive.org/web/20220423034444/https://pix11.com/news/local-news/brooklyn/nypd-officer-allegedly-shot-at-driver-while-off-duty-sources/' target='_blank'>Details</a>,NA,NA,101
Kevin Marcial,<a href='https://web.archive.org/web/20220424202643/https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-nypd-cop-suspended-for-shooting-at-lovers-husband-brooklyn-20220423-unrkaqvpy5dotim7pj3ayhsbh4-story.html' target='_blank'>Details</a>,NA,NA,101
Kevin Martin,<a href='https://web.archive.org/web/20210514192734/https://nypost.com/2020/07/31/nypd-officer-charged-with-misconduct-after-firearm-arrest/' target='_blank'>Details</a>,NA,NA,NA
Kevin Martin,<a href='https://web.archive.org/web/20220526000017/https://www.ny1.com/nyc/all-boroughs/public-safety/2022/05/25/nypd-veteran-indicted-on-evidence-tampering-charges' target='_blank'>Details</a>,NA,NA,NA
Kevin Medina,<a href='https://archive.org/details/facebook-main/Crying%20like%20a%20little%20bitch.JPG' target='_blank'>Details</a>,NA,NA,NA
Kevin To,<a href='https://web.archive.org/web/20210304234121/https://legalnewsline.com/stories/574814212-hispanic-bronx-man-wrongfully-spent-two-years-in-jail-after-being-racially-profiled-lawsuit-says' target='_blank'>Details</a>,NA,NA,NA
Kevin Williams,<a href='https://web.archive.org/web/20180511152613/http://www.nydailynews.com/new-york/nyc-crime/off-duty-nypd-busted-drunkenly-grabbing-woman-purse-article-1.3984107' target='_blank'>Details</a>,NA,NA,NA
Kevon Sample,<a href='https://web.archive.org/web/20210322060253/https://www.thecity.nyc/2021/3/17/22337282/video-nypd-cop-shoving-man-prodigy-mobb-deep-funeral' target='_blank'>Details</a>,NA,NA,NA
Kevon Sample,<a href='https://web.archive.org/web/20211215210402/https://www.thecity.nyc/2021/3/14/22330463/nypd-commissioners-cleared-guilty-cops-chokeholds-matrix' target='_blank'>Details</a>,NA,NA,NA
Kim Carillo,<a href='https://web.archive.org/web/20211213034133/https://www.nytimes.com/2008/05/12/nyregion/12guns.html' target='_blank'>Details</a>,NA,NA,NA
KIMBERLY WASHINGTON,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Konrad Zakiewicz,<a href='https://web.archive.org/web/20180320025359/https://www.nytimes.com/2018/03/19/nyregion/new-york-police-perjury-promotions.html' target='_blank'>Details</a>,NA,NA,NA
Kruythoff Forrester,<a href='https://web.archive.org/web/20221014233620/https://www.thecity.nyc/2021/11/30/22810682/nypd-brass-springs-ex-cop-after-arrest-allegedly-chasing-kids-gun' target='_blank'>Details</a>,NA,NA,NA
Kruythoff Forrester,<a href='https://web.archive.org/web/20230314101721/https://www.thecity.nyc/2023/3/10/23634388/eric-adams-jeffrey-maddrey-nypd-gun-arrest-brooklyn' target='_blank'>Details</a>,NA,NA,73
Krystle Burrell,<a href='https://web.archive.org/web/20220921150914/https://nypost.com/2022/09/20/2-nyc-correction-officers-admit-to-smuggling-in-drugs-for-bribes/' target='_blank'>Details</a>,NA,NA,DOC
Kurt Lewis,<a href='https://web.archive.org/web/20180223120056/http://www.nydailynews.com/new-york/nypd-fired-meth-lawyer-claims-test-bogus-article-1.3837078' target='_blank'>Details</a>,NA,NA,47
Kyle Erickson,<a href='https://web.archive.org/web/20210514192108/https://www.nytimes.com/2018/11/19/nyregion/body-cameras-police-marijuana-arrest.html' target='_blank'>Details</a>,NA,NA,120
Kyle Erickson,<a href='https://web.archive.org/web/20211105161559/https://gothamist.com/news/elected-officials-call-on-staten-da-to-drop-mans-charges-following-drug-planting-allegations' target='_blank'>Details</a>,NA,NA,NA
Kyle Erickson,<a href='https://web.archive.org/web/20221214180942/https://www.thecity.nyc/2022/12/13/23507834/edny-fbi-investigating-nypd-drug-planting-allegations' target='_blank'>Details</a>,NA,NA,NA
Lamont Gibson,<a href='https://web.archive.org/web/20210317152346/https://www.thecity.nyc/2020/1/23/21210569/cops-in-nypd-trial-accused-of-harassing-bronx-kids-over-frozen-bookbag' target='_blank'>Details</a>,NA,NA,NA
Lan,<a href='https://web.archive.org/web/20220419213316/https://www.brooklynpaper.com/ag-releases-body-cam-footage-from-fatal-police-shooting-of-eudes-pierre/' target='_blank'>Details</a>,NA,NA,NA
Larry Nikunen,<a href='https://web.archive.org/web/20220926231147/https://theappeal.org/bronx-cops-celebrated-a-copwatchers-arrest-they-had-no-idea-they-were-caught-on-tape/' target='_blank'>Details</a>,NA,NA,NA
Larry Valdemar,<a href='https://web.archive.org/web/20220419172403/https://nypost.com/2022/04/19/off-duty-cop-shoots-man-and-flees-in-nyc-dispute-nypd-say/' target='_blank'>Details</a>,NA,NA,104
Larry Valdemar,<a href='https://web.archive.org/web/20220421110751/https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-cop-shooting-nypd-20220419-mfg6ojfvevefzdxx5ga3wbxd4q-story.html' target='_blank'>Details</a>,NA,NA,104
Larry Valdemar,<a href='https://web.archive.org/web/20220424202643/https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-nypd-cop-suspended-for-shooting-at-lovers-husband-brooklyn-20220423-unrkaqvpy5dotim7pj3ayhsbh4-story.html' target='_blank'>Details</a>,NA,NA,104
Larry Valdemar,<a href='https://web.archive.org/web/20220525154127/https://nypost.com/2022/05/23/off-duty-nypd-cop-indicted-on-attempted-murder-for-shooting-outside-club/' target='_blank'>Details</a>,NA,NA,104
Lasheakwa Tanksley,<a href='https://web.archive.org/web/20230220112242/https://nypost.com/2023/02/19/two-off-duty-cops-among-three-nypd-workers-busted/' target='_blank'>Details</a>,NA,NA,NA
Latoya Paradise,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Laverne Wilson-Valis,<a href='https://web.archive.org/web/20181109053853/http://www.nydailynews.com/new-york/nypd-bodybuilding-claims-boss-grabbed-crotch-article-1.3575467?utm_content=buffer4ecf9&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer' target='_blank'>Details</a>,NA,NA,NA
Lawrence V. Harvey,<a href='https://web.archive.org/web/20110502164954/http://www.nytimes.com/2011/04/30/nyregion/possible-favored-treatment-of-jennifer-troiano-was-not-investigated.html' target='_blank'>Details</a>,NA,NA,44
Leo Daley,<a href='https://web.archive.org/web/20170123190632/http://www.nydailynews.com/new-york/nyc-crime/brooklyn-stripped-gun-badge-punching-cuffed-teen-article-1.2952160' target='_blank'>Details</a>,NA,NA,63
Leon Dinham,<a href='https://web.archive.org/web/20180728023123/http://www.nydailynews.com/new-york/ny-metro-vassell-cop-killers-id-20180727-story.html' target='_blank'>Details</a>,NA,NA,71
Leon Dinham,"<a href='https://web.archive.org/web/20211213213534/https://www.cjr.org/watchdog/saheed-vassell-police-brutality-victims.php#:~:text=The%20group%20had%20come%20for,Bekim%20Molic%2C%20and%20Omar%20Rafiq.' target='_blank'>Details</a>",NA,NA,NA
Leon Eisikowitz,<a href='https://web.archive.org/web/20220115152549/https://nypost.com/2022/01/15/nypd-doc-slammed-detective-suffering-long-covid-as-a-liar/' target='_blank'>Details</a>,NA,NA,NA
Leonard McNeill,<a href='https://web.archive.org/web/20221202221950/https://www.themarshallproject.org/2022/11/28/new-york-rikers-officer-sex-fired-detainee-assault-prea' target='_blank'>Details</a>,NA,NA,DOC
Lesly Lafontant,<a href='https://web.archive.org/web/20220421223202/https://brooklyn.news12.com/bodycam-footage-released-from-deadly-policeinvolved-shooting-in-brownsville-nail-salon-41639388' target='_blank'>Details</a>,NA,NA,NA
Lina Ruiz,<a href='https://web.archive.org/web/20220615214313/https://www.nydailynews.com/new-york/nyc-crime/ny-demoted-nypd-lieutenant-suspended-stealing-wood-flooring-20220615-bp55ii2pd5cinnntwrdjsi2th4-story.html' target='_blank'>Details</a>,NA,NA,Queens Central Booking
Lionel Holman,<a href='https://web.archive.org/web/20180514100442/http://www.nydailynews.com/new-york/nypd-detective-faces-investigation-selling-guns-city-time-article-1.3988102' target='_blank'>Details</a>,NA,NA,NA
Lionel Holman,<a href='https://web.archive.org/web/20220208214428/https://www.nydailynews.com/new-york/nyc-crime/ny-bronx-detective-probed-nypd-doi-20220207-6g5xuglelbcsrif4cf223zymdy-story.html' target='_blank'>Details</a>,NA,NA,NA
Lisa Lovell,<a href='https://web.archive.org/web/20201109030610/https://nypost.com/2018/07/10/shooting-victims-widow-plans-lawsuit-over-cops-botched-911-response/' target='_blank'>Details</a>,NA,NA,73
Lissette Guerrerodeoleo,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Lori Campbell,<a href='https://web.archive.org/web/20210829133950/https://nypost.com/2018/07/03/nypd-detective-busted-for-stalking-her-ex-lover-tossing-urine-on-her-door/' target='_blank'>Details</a>,NA,NA,NA
Louis Failla,<a href='https://web.archive.org/web/20220309142203/https://www.nytimes.com/2018/09/12/nyregion/nypd-gambling-prostitution.html' target='_blank'>Details</a>,NA,NA,Queens Evidence Collection
Louis Molina,<a href='https://web.archive.org/web/20220412020416/https://www.nydailynews.com/new-york/nyc-crime/ny-jails-commissioner-security-aide-dui-crash-davelle-williams-molina-20220411-vf3rhicihbf5tgjx4mmlkmzehq-story.html' target='_blank'>Details</a>,NA,NA,DOC
Louis N Scarcella,<a href='https://web.archive.org/web/20220506080410/https://www.nytimes.com/2022/05/05/nyregion/shawn-williams-falsely-accused-brooklyn.html' target='_blank'>Details</a>,NA,NA,NA
Louis Rivera,<a href='https://web.archive.org/web/20220421152907/https://www.huffpost.com/entry/killed-by-the-nypd-black-men_n_5600045' target='_blank'>Details</a>,NA,NA,NA
Louis Scarcella,<a href='https://web.archive.org/web/20200621200251/https://www.nydailynews.com/new-york/nypd-chief-detectives-tweets-support-maligned-ex-cop-article-1.3496998' target='_blank'>Details</a>,NA,NA,NA
Lucasz Skorzewski,<a href='https://web.archive.org/web/20180315120059/http://www.nydailynews.com/new-york/15g-ot-lying-working-rape-cases-article-1.3875085' target='_blank'>Details</a>,NA,NA,Manhattan special victims unit
Ludwig Paz,<a href='https://web.archive.org/web/0/https://nypost.com/2019/07/02/retired-nypd-detective-gets-4-to-12-years-for-running-brothel/' target='_blank'>Details</a>,NA,NA,vice squad
Ludwig Paz,<a href='https://web.archive.org/web/20220506211246/https://www.nydailynews.com/opinion/ny-oped-disband-nypd-vice-squad-20220506-ok3shka2gjhlvbbai5oq2dtoly-story.html' target='_blank'>Details</a>,NA,NA,NA
Luis Maldonado,<a href='https://web.archive.org/web/20220715212551/https://www.nydailynews.com/new-york/nyc-crime/ny-off-duty-nypd-detective-arreated-threat-girlfriend-gun-20220714-t62bmuwqt5dp7dtngxmwyx6kvi-story.html' target='_blank'>Details</a>,NA,NA,Narcotics Borough Bronx
Luis Marte,<a href='https://web.archive.org/web/20221128031638/https://gothamist.com/news/nypd-officer-fired-3-years-after-alleged-beating-of-jailed-homeless-woman' target='_blank'>Details</a>,NA,NA,44
Luis Rios,<a href='https://web.archive.org/web/20180905184209/https://nypost.com/2018/09/05/city-quietly-paid-1-5m-to-woman-whose-teeth-were-knocked-out-by-nypd-cop/' target='_blank'>Details</a>,NA,NA,NA
Luis Tejada,<a href='https://web.archive.org/web/20220615194450/https://www.bxtimes.com/cop-admits-making-up-story-deegan/' target='_blank'>Details</a>,NA,NA,33
MABEL JOSEPH,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
Madelin Ramirez Solano,<a href='https://web.archive.org/web/20221218221440/https://nypost.com/2022/12/17/nypd-recruits-suspended-after-having-sex-at-police-academy/' target='_blank'>Details</a>,NA,NA,NA
Majer Saleh,<a href='https://web.archive.org/web/20210611053534/https://www.thecity.nyc/2021/6/8/22525365/nypd-penalties-protest-misconduct' target='_blank'>Details</a>,NA,NA,NA
Manuel Cordova,<a href='https://web.archive.org/web/0/https://nypost.com/2019/05/19/lying-cops-called-to-testify-at-trials-prosecutors-records/' target='_blank'>Details</a>,NA,NA,narcotics
Manuel Cordova,<a href='https://web.archive.org/web/20220414210705/https://www.thecity.nyc/2021/1/21/22241444/nypd-officers-chokeholds-still-cant-breathe' target='_blank'>Details</a>,NA,NA,NA
Manuel Rodriguez,<a href='https://web.archive.org/web/20220309142203/https://www.nytimes.com/2018/09/12/nyregion/nypd-gambling-prostitution.html' target='_blank'>Details</a>,NA,NA,72
Marc Cooper,<a href='https://web.archive.org/web/20220417051457/https://en.wikipedia.org/wiki/Shooting_of_Sean_Bell' target='_blank'>Details</a>,NA,NA,NA
Marcella Shamblee,<a href='https://web.archive.org/web/20180226140410/http://www.nydailynews.com/new-york/nyc-crime/nypd-workers-arrested-separate-domestic-violence-cases-article-1.3841941' target='_blank'>Details</a>,NA,NA,NA
Marcos Oliveros,<a href='https://web.archive.org/web/20171005051909/https://www.nytimes.com/2017/09/14/nyregion/police-body-camera-footage-new-york.html?mcubz=1' target='_blank'>Details</a>,NA,NA,47
Maria Imburgia,<a href='https://web.archive.org/web/20150407151140/http://www.nytimes.com/2015/04/04/nyregion/teenager-falls-from-a-bronx-rooftop-after-police-are-called-about-marijuana.html?_r=0' target='_blank'>Details</a>,NA,NA,NA
Marian Manick,<a href='https://web.archive.org/web/20230213071807/https://nypost.com/2023/02/12/nypd-cop-says-boss-asked-her-for-sex-while-wearing-sex-toy-suit/' target='_blank'>Details</a>,NA,NA,Brooklyn South Intersection Control Command
Mariano Bulfante,<a href='https://web.archive.org/web/20220627145406/https://www.nydailynews.com/new-york/nyc-crime/ny-sewell-saves-job-officer-used-n-word-20220627-bw6n4wwikngo3gtyniicc2flwi-story.html' target='_blank'>Details</a>,NA,NA,NA
Mario Morales,<a href='https://web.archive.org/web/20180329025712/https://nypost.com/2011/06/26/cop-busted-for-harassing-woman/' target='_blank'>Details</a>,NA,NA,Patrol Borough Bronx
Marissa Sorocco,<a href='https://web.archive.org/web/20210123150158/https://www.nydailynews.com/new-york/nyc-crime/nypd-detective-sets-husband-clothes-fire-long-island-home-article-1.3649874' target='_blank'>Details</a>,NA,NA,NA
Mark Acevedo,<a href='https://web.archive.org/web/20220421184144/https://pix11.com/news/local-news/brooklyn/off-duty-nypd-cadet-arrested-in-car-into-coffee-shop-crash/' target='_blank'>Details</a>,NA,NA,NA
Mark Brown,<a href='https://web.archive.org/web/20180409180714/http://www.nydailynews.com/new-york/bronx/off-duty-nypd-school-safety-agent-cuffed-attacking-girlfriend-article-1.3885516' target='_blank'>Details</a>,NA,NA,NA
Mark Fleming,<a href='https://web.archive.org/web/20171005051909/https://www.nytimes.com/2017/09/14/nyregion/police-body-camera-footage-new-york.html?mcubz=1' target='_blank'>Details</a>,NA,NA,47
Mark Lopez,<a href='https://web.archive.org/web/20210304234121/https://legalnewsline.com/stories/574814212-hispanic-bronx-man-wrongfully-spent-two-years-in-jail-after-being-racially-profiled-lawsuit-says' target='_blank'>Details</a>,NA,NA,NA
Mark Peters,<a href='https://web.archive.org/web/0/https://nypost.com/2018/11/19/ex-investigations-chief-questions-transfer-of-nypd-boss/' target='_blank'>Details</a>,NA,NA,Special Victims Division
Mark Whyte,<a href='https://web.archive.org/web/20211215210402/https://www.thecity.nyc/2021/3/14/22330463/nypd-commissioners-cleared-guilty-cops-chokeholds-matrix' target='_blank'>Details</a>,NA,NA,NA
Mark Xylas,<a href='https://web.archive.org/web/20201108002236/https://patch.com/new-york/bed-stuy/bed-stuy-teen-watched-cops-tase-dad-heart-attack-lawsuit' target='_blank'>Details</a>,NA,NA,NA
Marvin Bennett,<a href='https://web.archive.org/web/20130325145445/http://www.nydailynews.com/new-york/testifies-called-rat-protesting-stop-and-frisk-quotas-article-1.1294612' target='_blank'>Details</a>,NA,NA,41
Mary Kate Mullan,<a href='https://web.archive.org/web/20170329182232/http://www.nydailynews.com/new-york/drunk-driving-nypd-busted-queens-car-crash-article-1.3012688' target='_blank'>Details</a>,NA,NA,Internal Affairs Bureau
Marya Cardona Quintero,<a href='https://web.archive.org/web/20220822010625/https://www.nytimes.com/2022/08/21/nyregion/fatal-crash-queens-nypd.html/' target='_blank'>Details</a>,NA,NA,108
Marykate Mullan,<a href='https://web.archive.org/web/20221128001803/https://nypost.com/2022/11/25/these-nypd-officers-got-to-keep-their-jobs-despite-arrests/' target='_blank'>Details</a>,NA,NA,NA
Mathew Reich,<a href='https://web.archive.org/web/20220414190543/https://gothamist.com/news/here-are-current-nypd-officers-most-substantiated-misconduct-complaints' target='_blank'>Details</a>,NA,NA,Staten Island narcotics unit
Matthew Escudero,<a href='https://web.archive.org/web/20160609113733/http://www.nydailynews.com/new-york/nyc-pays-825g-man-sued-injured-arrest-article-1.2665259' target='_blank'>Details</a>,NA,NA,46
Matthew Mellas,<a href='https://web.archive.org/web/20230301002833/https://gothamist.com/news/no-charges-against-nypd-officers-who-shot-a-man-with-a-bb-gun-during-brooklyn-car-stop' target='_blank'>Details</a>,NA,NA,highway unit
Matthew Sabella,<a href='https://web.archive.org/web/20180302190047/http://www.nydailynews.com/new-york/nyc-crime/nyc-man-wins-1m-lawsuit-nypd-dwi-charge-article-1.3850131' target='_blank'>Details</a>,NA,NA,NA
Matthew Schmalix,<a href='https://web.archive.org/web/20200111011305/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-body-camera-footage-fatal-shooting-brooklyn-20200110-544fjcmjxbfctfwjlu2bmdphty-story.html' target='_blank'>Details</a>,NA,NA,anticrime
Mauri Belarmino,<a href='https://web.archive.org/web/20220915002258/https://nypost.com/2022/09/14/retired-nypd-cop-mauri-belarmino-allegedly-strangled-elderly-mom/' target='_blank'>Details</a>,NA,NA,Staten Island ferry detail
Maurice Harrington,<a href='https://web.archive.org/web/20201109014722/https://gothamist.com/news/video-of-cop-beating-man-with-baton-surfaces' target='_blank'>Details</a>,NA,NA,52
Maurice Harrington,<a href='https://web.archive.org/web/20201109025838/http://www.nytimes.com/2009/03/25/nyregion/25perjury.html' target='_blank'>Details</a>,NA,NA,NA
Maurice Lemelin,<a href='https://web.archive.org/web/20220818202807/https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-suspension-steroids-20220816-kwn72sk5nnfvngrrti3xyuu64e-story.html' target='_blank'>Details</a>,NA,NA,NA
Md Khader,<a href='https://web.archive.org/web/20220324170555/https://www.nydailynews.com/new-york/manhattan/ny-tompkins-sq-park-nypd-homeless-advocate-manhattan-arrest-20220307-7n76x3cp5zfthirjuh6ymqw644-story.html?s=03' target='_blank'>Details</a>,NA,NA,NA
Mdtazwar Hasan,<a href='https://web.archive.org/web/20220801152346/https://www.audacy.com/1010wins/news/local/2-off-duty-nypd-officers-arrested-in-domestic-incidents?s=03' target='_blank'>Details</a>,NA,NA,NA
Megan O’Malley,<a href='https://web.archive.org/web/20220208181035/https://www.propublica.org/article/a-police-car-hit-a-kid-on-halloween-2019-the-nypd-is-quashing-a-move-to-punish-the-officer?s=03' target='_blank'>Details</a>,NA,NA,NA
Melanie Pagan-Merritt,<a href='https://web.archive.org/web/20221009071926/https://patch.com/new-york/harlem/these-134-harlem-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,32
Melissa Eger,<a href='https://web.archive.org/web/20221006164312/https://patch.com/new-york/upper-east-side-nyc/these-17-ues-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,19
MELISSA RODRIGUEZ,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Merlin Alston,<a href='https://web.archive.org/web/20220501205325/https://www.nydailynews.com/new-york/nyc-crime/ex-nypd-20-years-side-gig-bronx-coke-dealer-article-1.3359348' target='_blank'>Details</a>,NA,NA,NA
Michael  Latimer,<a href='https://web.archive.org/web/20210329164752/https://www.radio.com/1010wins/articles/off-duty-officer-robs-bronx-man-of-jewelry-weed-report' target='_blank'>Details</a>,NA,NA,Transit District 12
MICHAEL ALISEO,<a href='https://web.archive.org/web/20221005230936/https://patch.com/new-york/astoria-long-island-city/these-20-astoria-cops-have-committed-misconduct-new-database-shows' target='_blank'>Details</a>,NA,NA,114
Michael Andreano,<a href='https://web.archive.org/web/20180514222608/https://nypost.com/2018/05/14/cop-who-dodged-corruption-charge-retiring-on-disability/' target='_blank'>Details</a>,NA,NA,Bronx Housing Bureau
Michael Ardolino,<a href='https://web.archive.org/web/20220324062815/https://theintercept.com/2020/08/23/nypd-75th-precinct-police-misconduct/' target='_blank'>Details</a>,NA,NA,75
Michael Arenella,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Michael Arenella,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,Brooklyn South Narcotics Division
Michael Arenella,<a href='https://web.archive.org/web/20221117213157/https://www.manhattanda.org/d-a-bragg-moves-to-vacate-nearly-200-convictions-tied-to-nypd-members-convicted-of-criminal-conduct/' target='_blank'>Details</a>,NA,NA,NA
Michael Ashford,<a href='https://web.archive.org/web/20201125031317/https://gothamist.com/news/nypd-officer-allegedly-arrested-a-man-for-filming-him-then-deleted-the-footage' target='_blank'>Details</a>,NA,NA,Midtown South
Michael Baker,<a href='https://web.archive.org/web/20210728144407/https://nypost.com/2021/06/15/suit-claims-culture-of-rape-sodomy-sexual-harassment-at-nypd/' target='_blank'>Details</a>,NA,NA,NA
Michael Baror,<a href='https://web.archive.org/web/20180103160609/http://www.nydailynews.com/new-york/nyc-crime/enraged-off-duty-nypd-pistol-whips-beats-driver-brooklyn-article-1.3734908' target='_blank'>Details</a>,NA,NA,NA
Michael Bennett,<a href='https://web.archive.org/web/20220501185433/https://www.nydailynews.com/new-york/nyc-crime/correction-officer-hitting-victim-car-brooklyn-article-1.3339824' target='_blank'>Details</a>,NA,NA,NA
Michael Bergmann,<a href='https://web.archive.org/web/20210505164341if_/https://gothamist.com/news/22-nypd-officers-convicted-dishonesty-corruption-misconduct-convictions' target='_blank'>Details</a>,NA,NA,NA
Michael Bergmann,<a href='https://web.archive.org/web/20220907205515/https://www.nbcnewyork.com/news/local/crime-and-courts/brooklyn-da-seeks-to-vacate-378-convictions-tied-to-guilty-cops-in-one-of-largest-us-mass-exonerations-ever/3854737/' target='_blank'>Details</a>,NA,NA,NA
